FLEET,UNIT,LOG NO,CAP COST,BOOK VALUE,RENTAL,TERM,LPIS,SCONTR,INS PREMIUM,FEE,DESC,MM/YY,START,STOP,AMT,METHOD,RATE,BL,AC,Interest
38,12300,9128982,426300.00,325997.38,10667.33,38,11,,0,2868,Interest,20150301,11,11,1997.30,51,11.00,Y,Y,
38,12300,9128982,426300.00,316878.96,10667.33,38,12,,0,2868,Interest,20150401,12,12,1946.80,51,12.00,Y,Y,
38,12300,9128982,426300.00,307760.54,10667.33,38,13,,0,2868,Interest,20150501,13,13,1896.01,51,13.00,Y,Y,
38,12300,9128982,426300.00,298642.12,10667.33,38,14,,0,2868,Interest,20150601,14,14,1844.91,51,14.00,Y,Y,
38,12300,9128982,426300.00,289523.70,10667.33,38,15,,0,2868,Interest,20150701,15,15,1793.52,51,15.00,Y,Y,
38,12300,9128982,426300.00,280405.28,10667.33,38,16,,0,2868,Interest,20150801,16,16,1741.83,51,16.00,Y,Y,
38,12300,9128982,426300.00,271286.86,10667.33,38,17,,0,2868,Interest,20150901,17,17,1689.83,51,17.00,Y,Y,
38,12300,9128982,426300.00,262168.44,10667.33,38,18,,0,2868,Interest,20151001,18,18,1637.52,51,18.00,Y,Y,
38,12300,9128982,426300.00,253050.02,10667.33,38,19,,0,2868,Interest,20151101,19,19,1584.91,51,19.00,Y,Y,
38,12300,9128982,426300.00,243931.60,10667.33,38,20,,0,2868,Interest,20151201,20,20,1532.00,51,20.00,Y,Y,
38,12300,9128982,426300.00,234813.18,10667.33,38,21,,0,2868,Interest,20160101,21,21,1478.77,51,21.00,Y,Y,
38,12300,9128982,426300.00,225694.76,10667.33,38,22,,0,2868,Interest,20160201,22,22,1425.23,51,22.00,Y,Y,
38,12300,9128982,426300.00,216576.34,10667.33,38,23,,0,2868,Interest,20160301,23,23,1371.37,51,23.00,Y,Y,
38,12300,9128982,426300.00,207457.92,10667.33,38,24,,0,2868,Interest,20160401,24,24,1317.20,51,24.00,Y,Y,
38,12300,9128982,426300.00,198339.50,10667.33,38,25,,0,2868,Interest,20160501,25,25,1262.71,51,25.00,Y,Y,
38,12300,9128982,426300.00,189221.08,10667.33,38,26,,0,2868,Interest,20160601,26,26,1207.90,51,26.00,Y,Y,
38,12300,9128982,426300.00,180102.66,10667.33,38,27,,0,2868,Interest,20160701,27,27,1152.77,51,27.00,Y,Y,
38,12300,9128982,426300.00,170984.24,10667.33,38,28,,0,2868,Interest,20160801,28,28,1097.32,51,28.00,Y,Y,
38,12300,9128982,426300.00,161865.82,10667.33,38,29,,0,2868,Interest,20160901,29,29,1041.54,51,29.00,Y,Y,
38,12300,9128982,426300.00,152747.40,10667.33,38,30,,0,2868,Interest,20161001,30,30,985.43,51,30.00,Y,Y,
38,12300,9128982,426300.00,143628.98,10667.33,38,31,,0,2868,Interest,20161101,31,31,929.00,51,31.00,Y,Y,
38,12300,9128982,426300.00,134510.56,10667.33,38,32,,0,2868,Interest,20161201,32,32,872.23,51,32.00,Y,Y,
38,12300,9128982,426300.00,125392.14,10667.33,38,33,,0,2868,Interest,20170101,33,33,815.13,51,33.00,Y,Y,
38,12300,9128982,426300.00,116273.72,10667.33,38,34,,0,2868,Interest,20170201,34,34,757.70,51,34.00,Y,Y,
38,12300,9128982,426300.00,107155.30,10667.33,38,35,,0,2868,Interest,20170301,35,35,699.92,51,35.00,Y,Y,
38,12300,9128982,426300.00,98036.88,10667.33,38,36,,0,2868,Interest,20170401,36,36,641.81,51,36.00,Y,Y,
38,12300,9128982,426300.00,88918.46,10667.33,38,37,,0,2868,Interest,20170501,37,37,583.36,51,37.00,Y,Y,
38,12300,9128982,426300.00,79800.04,10667.33,38,38,,0,2868,Interest,20170601,38,38,524.57,51,38.00,Y,Y,
38,12300,9128982,426300.00,70681.62,10667.33,38,39,,0,2868,Interest,20170701,39,999,0.00,51,999.00,Y,Y,
38,12301,9129426,284200.01,278121.06,7111.55,38,1,,0,2862,Amort,20140501,1,1,7070.07,51,1.00,N,Y,
38,12301,9129426,284200.01,272042.11,7111.55,38,2,,0,2862,Amort,20140601,2,2,5444.24,51,2.00,N,Y,
38,12301,9129426,284200.01,265963.16,7111.55,38,3,,0,2862,Amort,20140701,3,3,5476.18,51,3.00,N,Y,
38,12301,9129426,284200.01,259884.21,7111.55,38,4,,0,2862,Amort,20140801,4,4,5508.31,51,4.00,N,Y,
38,12301,9129426,284200.01,253805.26,7111.55,38,5,,0,2862,Amort,20140901,5,5,5540.63,51,5.00,N,Y,
38,12301,9129426,284200.01,247726.31,7111.55,38,6,,0,2862,Amort,20141001,6,6,5573.13,51,6.00,N,Y,
38,12301,9129426,284200.01,241647.36,7111.55,38,7,,0,2862,Amort,20141101,7,7,5605.83,51,7.00,N,Y,
38,12301,9129426,284200.01,235568.41,7111.55,38,8,,0,2862,Amort,20141201,8,8,5638.71,51,8.00,N,Y,
38,12301,9129426,284200.01,229489.46,7111.55,38,9,,0,2862,Amort,20150101,9,9,5671.79,51,9.00,N,Y,
38,12301,9129426,284200.01,223410.51,7111.55,38,10,,0,2862,Amort,20150201,10,10,5705.07,51,10.00,N,Y,
38,12301,9129426,284200.01,217331.56,7111.55,38,11,,0,2862,Amort,20150301,11,11,5738.54,51,11.00,N,Y,
38,12301,9129426,284200.01,211252.61,7111.55,38,12,,0,2862,Amort,20150401,12,12,5772.21,51,12.00,N,Y,
38,12301,9129426,284200.01,205173.66,7111.55,38,13,,0,2862,Amort,20150501,13,13,5806.07,51,13.00,N,Y,
38,12301,9129426,284200.01,199094.71,7111.55,38,14,,0,2862,Amort,20150601,14,14,5840.13,51,14.00,N,Y,
38,12301,9129426,284200.01,193015.76,7111.55,38,15,,0,2862,Amort,20150701,15,15,5874.39,51,15.00,N,Y,
38,12301,9129426,284200.01,186936.81,7111.55,38,16,,0,2862,Amort,20150801,16,16,5908.86,51,16.00,N,Y,
38,12301,9129426,284200.01,180857.86,7111.55,38,17,,0,2862,Amort,20150901,17,17,5943.52,51,17.00,N,Y,
38,12301,9129426,284200.01,174778.91,7111.55,38,18,,0,2862,Amort,20151001,18,18,5978.39,51,18.00,N,Y,
38,12301,9129426,284200.01,168699.96,7111.55,38,19,,0,2862,Amort,20151101,19,19,6013.46,51,19.00,N,Y,
38,12301,9129426,284200.01,162621.01,7111.55,38,20,,0,2862,Amort,20151201,20,20,6048.74,51,20.00,N,Y,
38,12301,9129426,284200.01,156542.06,7111.55,38,21,,0,2862,Amort,20160101,21,21,6084.23,51,21.00,N,Y,
38,12301,9129426,284200.01,150463.11,7111.55,38,22,,0,2862,Amort,20160201,22,22,6119.92,51,22.00,N,Y,
38,12301,9129426,284200.01,144384.16,7111.55,38,23,,0,2862,Amort,20160301,23,23,6155.83,51,23.00,N,Y,
38,12301,9129426,284200.01,138305.21,7111.55,38,24,,0,2862,Amort,20160401,24,24,6191.94,51,24.00,N,Y,
38,12301,9129426,284200.01,132226.26,7111.55,38,25,,0,2862,Amort,20160501,25,25,6228.27,51,25.00,N,Y,
38,12301,9129426,284200.01,126147.31,7111.55,38,26,,0,2862,Amort,20160601,26,26,6264.81,51,26.00,N,Y,
38,12301,9129426,284200.01,120068.36,7111.55,38,27,,0,2862,Amort,20160701,27,27,6301.56,51,27.00,N,Y,
38,12301,9129426,284200.01,113989.41,7111.55,38,28,,0,2862,Amort,20160801,28,28,6338.53,51,28.00,N,Y,
38,12301,9129426,284200.01,107910.46,7111.55,38,29,,0,2862,Amort,20160901,29,29,6375.71,51,29.00,N,Y,
38,12301,9129426,284200.01,101831.51,7111.55,38,30,,0,2862,Amort,20161001,30,30,6413.12,51,30.00,N,Y,
38,12301,9129426,284200.01,95752.56,7111.55,38,31,,0,2862,Amort,20161101,31,31,6450.74,51,31.00,N,Y,
38,12301,9129426,284200.01,89673.61,7111.55,38,32,,0,2862,Amort,20161201,32,32,6488.59,51,32.00,N,Y,
38,12301,9129426,284200.01,83594.66,7111.55,38,33,,0,2862,Amort,20170101,33,33,6526.65,51,33.00,N,Y,
38,12301,9129426,284200.01,77515.71,7111.55,38,34,,0,2862,Amort,20170201,34,34,6564.94,51,34.00,N,Y,
38,12301,9129426,284200.01,71436.76,7111.55,38,35,,0,2862,Amort,20170301,35,35,6603.46,51,35.00,N,Y,
38,12301,9129426,284200.01,65357.81,7111.55,38,36,,0,2862,Amort,20170401,36,36,6642.20,51,36.00,N,Y,
38,12301,9129426,284200.01,59278.86,7111.55,38,37,,0,2862,Amort,20170501,37,37,6681.16,51,37.00,N,Y,
38,12301,9129426,284200.01,53199.91,7111.55,38,38,,0,2862,Amort,20170601,38,38,6720.36,51,38.00,N,Y,
38,12301,9129426,284200.01,47120.96,7111.55,38,39,,0,2862,Amort,20170701,39,999,0.00,51,999.00,N,Y,
38,12301,9129426,284200.01,278121.06,7111.55,38,1,,0,2868,Interest,20140501,1,1,0.00,51,1.00,Y,Y,
38,12301,9129426,284200.01,272042.11,7111.55,38,2,,0,2868,Interest,20140601,2,2,1625.83,51,2.00,Y,Y,
38,12301,9129426,284200.01,265963.16,7111.55,38,3,,0,2868,Interest,20140701,3,3,1593.89,51,3.00,Y,Y,
38,12301,9129426,284200.01,259884.21,7111.55,38,4,,0,2868,Interest,20140801,4,4,1561.76,51,4.00,Y,Y,
38,12301,9129426,284200.01,253805.26,7111.55,38,5,,0,2868,Interest,20140901,5,5,1529.45,51,5.00,Y,Y,
38,12301,9129426,284200.01,247726.31,7111.55,38,6,,0,2868,Interest,20141001,6,6,1496.94,51,6.00,Y,Y,
38,12301,9129426,284200.01,241647.36,7111.55,38,7,,0,2868,Interest,20141101,7,7,1464.25,51,7.00,Y,Y,
38,12301,9129426,284200.01,235568.41,7111.55,38,8,,0,2868,Interest,20141201,8,8,1431.36,51,8.00,Y,Y,
38,12301,9129426,284200.01,229489.46,7111.55,38,9,,0,2868,Interest,20150101,9,9,1398.28,51,9.00,Y,Y,
38,12301,9129426,284200.01,223410.51,7111.55,38,10,,0,2868,Interest,20150201,10,10,1365.00,51,10.00,Y,Y,
38,12301,9129426,284200.01,217331.56,7111.55,38,11,,0,2868,Interest,20150301,11,11,1331.53,51,11.00,Y,Y,
38,12301,9129426,284200.01,211252.61,7111.55,38,12,,0,2868,Interest,20150401,12,12,1297.87,51,12.00,Y,Y,
38,12301,9129426,284200.01,205173.66,7111.55,38,13,,0,2868,Interest,20150501,13,13,1264.00,51,13.00,Y,Y,
38,12301,9129426,284200.01,199094.71,7111.55,38,14,,0,2868,Interest,20150601,14,14,1229.94,51,14.00,Y,Y,
38,12301,9129426,284200.01,193015.76,7111.55,38,15,,0,2868,Interest,20150701,15,15,1195.68,51,15.00,Y,Y,
38,12301,9129426,284200.01,186936.81,7111.55,38,16,,0,2868,Interest,20150801,16,16,1161.22,51,16.00,Y,Y,
38,12301,9129426,284200.01,180857.86,7111.55,38,17,,0,2868,Interest,20150901,17,17,1126.55,51,17.00,Y,Y,
38,12301,9129426,284200.01,174778.91,7111.55,38,18,,0,2868,Interest,20151001,18,18,1091.68,51,18.00,Y,Y,
38,12301,9129426,284200.01,168699.96,7111.55,38,19,,0,2868,Interest,20151101,19,19,1056.61,51,19.00,Y,Y,
38,12301,9129426,284200.01,162621.01,7111.55,38,20,,0,2868,Interest,20151201,20,20,1021.33,51,20.00,Y,Y,
38,12301,9129426,284200.01,156542.06,7111.55,38,21,,0,2868,Interest,20160101,21,21,985.84,51,21.00,Y,Y,
38,12301,9129426,284200.01,150463.11,7111.55,38,22,,0,2868,Interest,20160201,22,22,950.15,51,22.00,Y,Y,
38,12301,9129426,284200.01,144384.16,7111.55,38,23,,0,2868,Interest,20160301,23,23,914.25,51,23.00,Y,Y,
38,12301,9129426,284200.01,138305.21,7111.55,38,24,,0,2868,Interest,20160401,24,24,878.13,51,24.00,Y,Y,
38,12301,9129426,284200.01,132226.26,7111.55,38,25,,0,2868,Interest,20160501,25,25,841.81,51,25.00,Y,Y,
38,12301,9129426,284200.01,126147.31,7111.55,38,26,,0,2868,Interest,20160601,26,26,805.27,51,26.00,Y,Y,
38,12301,9129426,284200.01,120068.36,7111.55,38,27,,0,2868,Interest,20160701,27,27,768.51,51,27.00,Y,Y,
38,12301,9129426,284200.01,113989.41,7111.55,38,28,,0,2868,Interest,20160801,28,28,731.55,51,28.00,Y,Y,
38,12301,9129426,284200.01,107910.46,7111.55,38,29,,0,2868,Interest,20160901,29,29,694.36,51,29.00,Y,Y,
38,12301,9129426,284200.01,101831.51,7111.55,38,30,,0,2868,Interest,20161001,30,30,656.95,51,30.00,Y,Y,
38,12301,9129426,284200.01,95752.56,7111.55,38,31,,0,2868,Interest,20161101,31,31,619.33,51,31.00,Y,Y,
38,12301,9129426,284200.01,89673.61,7111.55,38,32,,0,2868,Interest,20161201,32,32,581.49,51,32.00,Y,Y,
38,12301,9129426,284200.01,83594.66,7111.55,38,33,,0,2868,Interest,20170101,33,33,543.42,51,33.00,Y,Y,
38,12301,9129426,284200.01,77515.71,7111.55,38,34,,0,2868,Interest,20170201,34,34,505.13,51,34.00,Y,Y,
38,12301,9129426,284200.01,71436.76,7111.55,38,35,,0,2868,Interest,20170301,35,35,466.62,51,35.00,Y,Y,
38,12301,9129426,284200.01,65357.81,7111.55,38,36,,0,2868,Interest,20170401,36,36,427.88,51,36.00,Y,Y,
38,12301,9129426,284200.01,59278.86,7111.55,38,37,,0,2868,Interest,20170501,37,37,388.91,51,37.00,Y,Y,
38,12301,9129426,284200.01,53199.91,7111.55,38,38,,0,2868,Interest,20170601,38,38,349.71,51,38.00,Y,Y,
38,12301,9129426,284200.01,47120.96,7111.55,38,39,,0,2868,Interest,20170701,39,999,0.00,51,999.00,Y,Y,
1754,377,9129470,309173.19,304790.22,5556.76,44,1,,0,2862,Amort,20140401,1,1,5527.10,51,1.00,N,Y,
1754,377,9129470,309173.19,300407.25,5556.76,44,2,,0,2862,Amort,20140501,2,2,3897.53,51,2.00,N,Y,
1754,377,9129470,309173.19,296024.28,5556.76,44,3,,0,2862,Amort,20140601,3,3,3918.45,51,3.00,N,Y,
1754,377,9129470,309173.19,291641.31,5556.76,44,4,,0,2862,Amort,20140701,4,4,3939.47,51,4.00,N,Y,
1754,377,9129470,309173.19,287258.34,5556.76,44,5,,0,2862,Amort,20140801,5,5,3960.62,51,5.00,N,Y,
1754,377,9129470,309173.19,282875.37,5556.76,44,6,,0,2862,Amort,20140901,6,6,3981.87,51,6.00,N,Y,
1754,377,9129470,309173.19,278492.40,5556.76,44,7,,0,2862,Amort,20141001,7,7,4003.24,51,7.00,N,Y,
1754,377,9129470,309173.19,274109.43,5556.76,44,8,,0,2862,Amort,20141101,8,8,4024.73,51,8.00,N,Y,
1754,377,9129470,309173.19,269726.46,5556.76,44,9,,0,2862,Amort,20141201,9,9,4046.32,51,9.00,N,Y,
1754,377,9129470,309173.19,265343.49,5556.76,44,10,,0,2862,Amort,20150101,10,10,4068.04,51,10.00,N,Y,
1754,377,9129470,309173.19,260960.52,5556.76,44,11,,0,2862,Amort,20150201,11,11,4089.87,51,11.00,N,Y,
1754,377,9129470,309173.19,256577.55,5556.76,44,12,,0,2862,Amort,20150301,12,12,4111.82,51,12.00,N,Y,
1754,377,9129470,309173.19,252194.58,5556.76,44,13,,0,2862,Amort,20150401,13,13,4133.89,51,13.00,N,Y,
1754,377,9129470,309173.19,247811.61,5556.76,44,14,,0,2862,Amort,20150501,14,14,4156.07,51,14.00,N,Y,
1754,377,9129470,309173.19,243428.64,5556.76,44,15,,0,2862,Amort,20150601,15,15,4178.38,51,15.00,N,Y,
1754,377,9129470,309173.19,239045.67,5556.76,44,16,,0,2862,Amort,20150701,16,16,4200.80,51,16.00,N,Y,
1754,377,9129470,309173.19,234662.70,5556.76,44,17,,0,2862,Amort,20150801,17,17,4223.35,51,17.00,N,Y,
1754,377,9129470,309173.19,230279.73,5556.76,44,18,,0,2862,Amort,20150901,18,18,4246.01,51,18.00,N,Y,
1754,377,9129470,309173.19,225896.76,5556.76,44,19,,0,2862,Amort,20151001,19,19,4268.80,51,19.00,N,Y,
1754,377,9129470,309173.19,221513.79,5556.76,44,20,,0,2862,Amort,20151101,20,20,4291.71,51,20.00,N,Y,
1754,377,9129470,309173.19,217130.82,5556.76,44,21,,0,2862,Amort,20151201,21,21,4314.74,51,21.00,N,Y,
1754,377,9129470,309173.19,212747.85,5556.76,44,22,,0,2862,Amort,20160101,22,22,4337.89,51,22.00,N,Y,
1754,377,9129470,309173.19,208364.88,5556.76,44,23,,0,2862,Amort,20160201,23,23,4361.17,51,23.00,N,Y,
1754,377,9129470,309173.19,203981.91,5556.76,44,24,,0,2862,Amort,20160301,24,24,4384.58,51,24.00,N,Y,
1754,377,9129470,309173.19,199598.94,5556.76,44,25,,0,2862,Amort,20160401,25,25,4408.11,51,25.00,N,Y,
1754,377,9129470,309173.19,195215.97,5556.76,44,26,,0,2862,Amort,20160501,26,26,4431.77,51,26.00,N,Y,
1754,377,9129470,309173.19,190833.00,5556.76,44,27,,0,2862,Amort,20160601,27,27,4455.55,51,27.00,N,Y,
1754,377,9129470,309173.19,186450.03,5556.76,44,28,,0,2862,Amort,20160701,28,28,4479.46,51,28.00,N,Y,
1754,377,9129470,309173.19,182067.06,5556.76,44,29,,0,2862,Amort,20160801,29,29,4503.50,51,29.00,N,Y,
1754,377,9129470,309173.19,177684.09,5556.76,44,30,,0,2862,Amort,20160901,30,30,4527.67,51,30.00,N,Y,
1754,377,9129470,309173.19,173301.12,5556.76,44,31,,0,2862,Amort,20161001,31,31,4551.97,51,31.00,N,Y,
1754,377,9129470,309173.19,168918.15,5556.76,44,32,,0,2862,Amort,20161101,32,32,4576.40,51,32.00,N,Y,
1754,377,9129470,309173.19,164535.18,5556.76,44,33,,0,2862,Amort,20161201,33,33,4600.96,51,33.00,N,Y,
1754,377,9129470,309173.19,160152.21,5556.76,44,34,,0,2862,Amort,20170101,34,34,4625.65,51,34.00,N,Y,
1754,377,9129470,309173.19,155769.24,5556.76,44,35,,0,2862,Amort,20170201,35,35,4650.47,51,35.00,N,Y,
1754,377,9129470,309173.19,151386.27,5556.76,44,36,,0,2862,Amort,20170301,36,36,4675.43,51,36.00,N,Y,
1754,377,9129470,309173.19,147003.30,5556.76,44,37,,0,2862,Amort,20170401,37,37,4700.52,51,37.00,N,Y,
1754,377,9129470,309173.19,142620.33,5556.76,44,38,,0,2862,Amort,20170501,38,38,4725.75,51,38.00,N,Y,
1754,377,9129470,309173.19,138237.36,5556.76,44,39,,0,2862,Amort,20170601,39,39,4751.11,51,39.00,N,Y,
1754,377,9129470,309173.19,133854.39,5556.76,44,40,,0,2862,Amort,20170701,40,40,4776.61,51,40.00,N,Y,
1754,377,9129470,309173.19,129471.42,5556.76,44,41,,0,2862,Amort,20170801,41,41,4802.24,51,41.00,N,Y,
1754,377,9129470,309173.19,125088.45,5556.76,44,42,,0,2862,Amort,20170901,42,42,4828.02,51,42.00,N,Y,
1754,377,9129470,309173.19,120705.48,5556.76,44,43,,0,2862,Amort,20171001,43,43,4853.93,51,43.00,N,Y,
1754,377,9129470,309173.19,116322.51,5556.76,44,44,,0,2862,Amort,20171101,44,44,4879.97,51,44.00,N,Y,
1754,377,9129470,309173.19,111939.54,5556.76,44,45,,0,2862,Amort,20171201,45,999,0.00,51,999.00,N,Y,
1754,377,9129470,309173.19,304790.22,5556.76,44,1,,0,2868,Interest,20140401,1,1,0.00,51,1.00,Y,Y,
1754,377,9129470,309173.19,300407.25,5556.76,44,2,,0,2868,Interest,20140501,2,2,1629.57,51,2.00,Y,Y,
1754,377,9129470,309173.19,296024.28,5556.76,44,3,,0,2868,Interest,20140601,3,3,1608.65,51,3.00,Y,Y,
1754,377,9129470,309173.19,291641.31,5556.76,44,4,,0,2868,Interest,20140701,4,4,1587.62,51,4.00,Y,Y,
1754,377,9129470,309173.19,287258.34,5556.76,44,5,,0,2868,Interest,20140801,5,5,1566.48,51,5.00,Y,Y,
1754,377,9129470,309173.19,282875.37,5556.76,44,6,,0,2868,Interest,20140901,6,6,1545.22,51,6.00,Y,Y,
1754,377,9129470,309173.19,278492.40,5556.76,44,7,,0,2868,Interest,20141001,7,7,1523.86,51,7.00,Y,Y,
1754,377,9129470,309173.19,274109.43,5556.76,44,8,,0,2868,Interest,20141101,8,8,1502.37,51,8.00,Y,Y,
1754,377,9129470,309173.19,269726.46,5556.76,44,9,,0,2868,Interest,20141201,9,9,1480.77,51,9.00,Y,Y,
1754,377,9129470,309173.19,265343.49,5556.76,44,10,,0,2868,Interest,20150101,10,10,1459.06,51,10.00,Y,Y,
1754,377,9129470,309173.19,260960.52,5556.76,44,11,,0,2868,Interest,20150201,11,11,1437.22,51,11.00,Y,Y,
1754,377,9129470,309173.19,256577.55,5556.76,44,12,,0,2868,Interest,20150301,12,12,1415.28,51,12.00,Y,Y,
1754,377,9129470,309173.19,252194.58,5556.76,44,13,,0,2868,Interest,20150401,13,13,1393.21,51,13.00,Y,Y,
1754,377,9129470,309173.19,247811.61,5556.76,44,14,,0,2868,Interest,20150501,14,14,1371.02,51,14.00,Y,Y,
1754,377,9129470,309173.19,243428.64,5556.76,44,15,,0,2868,Interest,20150601,15,15,1348.72,51,15.00,Y,Y,
1754,377,9129470,309173.19,239045.67,5556.76,44,16,,0,2868,Interest,20150701,16,16,1326.30,51,16.00,Y,Y,
